DM-Antalus.PathNode135 293 4 88
DM-Antalus.PathNode4 294 8 826
DM-Antalus.LiftCenter0 295 5 259
DM-Antalus.PathNode121 296 9 1435
DM-Antalus.PathNode155 297 5 502
DM-Antalus.PathNode52 298 9 1189
DM-Asbestos.PathNode58 550 8 2172
DM-Asbestos.PathNode0 551 4 181
DM-Asbestos.PathNode168 548 0 0
DM-Asbestos.PlayerStart4 549 2 129
DM-Asbestos.PathNode55 546 7 795
DM-Asbestos.PathNode149 547 0 0
DM-Asbestos.PathNode134 544 7 652
DM-Asbestos.PathNode159 545 7 679
DM-Asbestos.PathNode164 558 1 77
DM-Asbestos.PathNode200 559 6 98
DM-Asbestos.PathNode172 556 4 54
DM-Asbestos.JumpSpot43 557 6 168
DM-Asbestos.PathNode117 554 5 280
DM-Asbestos.PathNode114 555 4 226
DM-Asbestos.JumpSpot40 552 7 165
DM-Asbestos.PathNode124 553 6 222
DM-Asbestos.PathNode175 567 0 0
DM-Asbestos.PathNode169 566 4 51
DM-Asbestos.PathNode173 565 0 0
DM-Asbestos.JumpSpot41 564 4 139
DM-Asbestos.PathNode56 563 7 867
DM-Asbestos.PathNode139 562 0 0
DM-Asbestos.PathNode138 561 0 0
DM-Asbestos.PathNode192 560 6 404
DM-Asbestos.PathNode103 575 7 790
DM-Asbestos.PathNode190 574 2 82
DM-Asbestos.PathNode156 573 5 55
DM-Asbestos.PathNode171 572 1 6
DM-Asbestos.PathNode110 571 6 310
DM-Asbestos.PathNode111 570 6 379
DM-Asbestos.PathNode109 569 7 401
DM-Asbestos.PathNode129 568 5 161
DM-Asbestos.PathNode112 516 7 323
DM-Asbestos.PathNode137 517 4 155
DM-Asbestos.PathNode166 518 3 155
DM-Asbestos.PathNode1 519 3 219
DM-Asbestos.LiftCenter0 512 6 783
DM-Asbestos.PathNode152 513 5 154
DM-Asbestos.LiftExit1 514 6 975
DM-Asbestos.PathNode170 515 4 65
DM-Asbestos.PathNode7 524 6 812
DM-Asbestos.PathNode9 525 6 543
DM-Asbestos.PlayerStart19 526 7 677
DM-Asbestos.PathNode60 527 8 1058
DM-Asbestos.PathNode10 520 6 601
DM-Asbestos.PlayerStart3 521 2 35
DM-Asbestos.PlayerStart16 522 1 2
DM-Asbestos.PathNode30 523 7 488
DM-Asbestos.PathNode80 533 1 111
DM-Asbestos.PathNode87 532 6 361
DM-Asbestos.PathNode167 535 6 310
DM-Asbestos.JumpSpot1 534 2 186
DM-Asbestos.PlayerStart5 529 1 8
DM-Asbestos.PathNode61 528 8 801
DM-Asbestos.PathNode70 531 8 1361
DM-Asbestos.PathNode64 530 7 602
DM-Asbestos.PathNode115 541 4 268
DM-Asbestos.PathNode100 540 6 542
DM-Asbestos.PathNode194 543 0 0
DM-Asbestos.PathNode54 542 0 0
DM-Asbestos.JumpSpot33 537 4 100
DM-Asbestos.PlayerStart15 536 1 9
DM-Asbestos.PathNode38 539 8 1128
DM-Asbestos.JumpSpot34 538 7 703
DM-Asbestos.PathNode120 610 3 95
DM-Asbestos.InventorySpot5 611 5 130
DM-Asbestos.InventorySpot8 608 6 168
DM-Asbestos.InventorySpot74 609 3 125
DM-Asbestos.InventorySpot44 614 5 328
DM-Asbestos.InventorySpot72 615 7 508
DM-Asbestos.InventorySpot73 612 5 700
DM-Asbestos.InventorySpot11 613 4 93
DM-Asbestos.InventorySpot71 618 7 735
DM-Asbestos.PathNode35 619 7 587
DM-Asbestos.JumpSpot0 616 8 463
DM-Asbestos.PathNode177 617 5 661
DM-Asbestos.PathNode119 622 6 232
DM-Asbestos.InventorySpot150 620 6 79
DM-Asbestos.JumpSpot38 621 5 111
DM-Asbestos.PathNode161 576 6 415
DM-Asbestos.PathNode188 577 0 0
DM-Asbestos.PathNode136 578 7 109
DM-Asbestos.PlayerStart20 579 1 41
DM-Asbestos.PathNode189 580 0 0
DM-Asbestos.PathNode91 581 6 841
DM-Asbestos.PathNode102 582 7 667
DM-Asbestos.PathNode81 583 6 313
DM-Asbestos.JumpSpot10 584 0 0
DM-Asbestos.PathNode34 585 6 632
DM-Asbestos.PathNode162 586 4 469
DM-Asbestos.PathNode57 587 5 549
DM-Asbestos.PathNode150 588 1 40
DM-Asbestos.PlayerStart18 589 5 136
DM-Asbestos.PathNode31 590 4 77
DM-Asbestos.PathNode25 591 7 753
DM-Asbestos.PathNode83 593 7 340
DM-Asbestos.PathNode92 592 7 533
DM-Asbestos.JumpSpot32 595 3 456
DM-Asbestos.PathNode184 594 3 89
DM-Asbestos.InventorySpot69 597 6 621
DM-Asbestos.PlayerStart13 596 4 88
DM-Asbestos.InventorySpot70 599 7 664
DM-Asbestos.PathNode22 598 7 916
DM-Asbestos.LiftExit0 601 6 463
DM-Asbestos.InventorySpot68 600 6 419
DM-Asbestos.PathNode181 603 6 348
DM-Asbestos.PathNode2 602 4 260
DM-Asbestos.InventorySpot65 605 6 388
DM-Asbestos.InventorySpot67 604 6 430
DM-Asbestos.InventorySpot66 607 6 307
DM-Asbestos.InventorySpot64 606 6 414
DM-Asbestos.InventorySpot36 305 5 176
DM-Asbestos.InventorySpot33 304 3 42
DM-Asbestos.PathNode122 307 6 429
DM-Asbestos.PathNode127 306 5 280
DM-Asbestos.InventorySpot34 309 4 94
DM-Asbestos.PathNode75 308 8 837
DM-Asbestos.PathNode105 311 6 355
DM-Asbestos.PathNode3 310 2 39
DM-Asbestos.PathNode107 313 6 542
DM-Asbestos.PathNode182 312 6 363
DM-Asbestos.InventorySpot28 315 7 1695
DM-Asbestos.PathNode108 314 6 298
DM-Asbestos.PathNode84 317 6 442
DM-Asbestos.PlayerStart7 316 5 204
DM-Asbestos.InventorySpot0 319 5 71
DM-Asbestos.InventorySpot16 318 8 1449
DM-Asbestos.PathNode76 299 6 322
DM-Asbestos.PathNode46 300 7 378
DM-Asbestos.PathNode85 301 6 297
DM-Asbestos.InventorySpot32 302 0 0
DM-Asbestos.InventorySpot31 303 0 0
DM-Asbestos.PathNode196 343 6 405
DM-Asbestos.InventorySpot39 342 7 337
DM-Asbestos.PathNode197 341 4 194
DM-Asbestos.PathNode128 340 5 128
DM-Asbestos.PlayerStart8 339 5 75
DM-Asbestos.PathNode126 338 5 310
DM-Asbestos.PathNode198 337 6 992
DM-Asbestos.PathNode121 336 3 70
DM-Asbestos.PathNode62 351 7 329
DM-Asbestos.PathNode39 350 3 208
DM-Asbestos.InventorySpot51 349 8 423
DM-Asbestos.PathNode73 348 8 751
DM-Asbestos.InventorySpot50 347 8 331
DM-Asbestos.PlayerStart12 346 0 0
DM-Asbestos.InventorySpot38 345 7 846
DM-Asbestos.PathNode174 344 3 27
DM-Asbestos.PathNode33 326 8 879
DM-Asbestos.PathNode32 327 7 472
DM-Asbestos.InventorySpot30 324 6 279
DM-Asbestos.PathNode27 325 2 57
DM-Asbestos.InventorySpot41 322 6 498
DM-Asbestos.InventorySpot40 323 3 41
DM-Asbestos.InventorySpot1 320 6 425
DM-Asbestos.InventorySpot29 321 7 1673
DM-Asbestos.InventorySpot37 334 7 475
DM-Asbestos.PathNode183 335 7 1305
DM-Asbestos.PathNode26 332 6 380
DM-Asbestos.InventorySpot18 333 7 907
DM-Asbestos.InventorySpot43 330 5 242
DM-Asbestos.InventorySpot42 331 4 287
DM-Asbestos.PathNode8 328 6 537
DM-Asbestos.PlayerStart2 329 3 35
DM-Asbestos.InventorySpot61 373 7 195
DM-Asbestos.InventorySpot62 372 6 116
DM-Asbestos.PathNode4 375 7 787
DM-Asbestos.InventorySpot60 374 6 98
DM-Asbestos.InventorySpot58 369 6 362
DM-Asbestos.InventorySpot35 368 8 455
DM-Asbestos.InventorySpot59 371 4 29
DM-Asbestos.PathNode5 370 7 244
DM-Asbestos.InventorySpot47 381 6 357
DM-Asbestos.InventorySpot54 380 5 902
DM-Asbestos.PathNode79 383 1 99
DM-Asbestos.PathNode131 382 6 423
DM-Asbestos.PathNode178 377 6 513
DM-Asbestos.InventorySpot63 376 6 149
DM-Asbestos.PathNode132 379 7 904
DM-Asbestos.PlayerStart11 378 4 271
DM-Asbestos.InventorySpot53 356 8 615
DM-Asbestos.PathNode186 357 6 201
DM-Asbestos.JumpSpot35 358 5 615
DM-Asbestos.PathNode179 359 7 682
DM-Asbestos.InventorySpot52 352 8 396
DM-Asbestos.PathNode63 353 8 516
DM-Asbestos.PathNode160 354 4 250
DM-Asbestos.PathNode158 355 2 129
DM-Asbestos.InventorySpot48 364 4 283
DM-Asbestos.InventorySpot10 365 3 128
DM-Asbestos.PathNode74 366 8 210
DM-Asbestos.InventorySpot49 367 8 399
DM-Asbestos.InventorySpot45 360 1 15
DM-Asbestos.InventorySpot46 361 7 882
DM-Asbestos.JumpSpot7 362 5 252
DM-Asbestos.JumpSpot13 363 5 190
DM-Asbestos.JumpSpot6 410 1 12
DM-Asbestos.PathNode141 411 1 29
DM-Asbestos.PathNode6 408 1 133
DM-Asbestos.PathNode36 409 8 785
DM-Asbestos.PathNode157 414 1 65
DM-Asbestos.PathNode148 415 1 126
DM-Asbestos.PathNode202 412 1 102
DM-Asbestos.PlayerStart21 413 1 8
DM-Asbestos.PathNode106 402 7 859
DM-Asbestos.PathNode135 403 5 74
DM-Asbestos.PathNode17 400 5 165
DM-Asbestos.PathNode147 401 5 44
DM-Asbestos.PathNode18 406 5 150
DM-Asbestos.PathNode52 407 3 270
DM-Asbestos.PathNode185 404 7 497
DM-Asbestos.PathNode21 405 7 1131
DM-Asbestos.PathNode201 395 1 9
DM-Asbestos.PathNode176 394 3 21
DM-Asbestos.PathNode145 393 2 23
DM-Asbestos.JumpSpot42 392 0 0
DM-Asbestos.PathNode14 399 6 471
DM-Asbestos.PathNode155 398 3 60
DM-Asbestos.PathNode53 397 5 1339
DM-Asbestos.PathNode180 396 5 851
DM-Asbestos.InventorySpot57 387 6 443
DM-Asbestos.InventorySpot55 386 6 504
DM-Asbestos.PathNode51 385 6 393
DM-Asbestos.InventorySpot56 384 6 440
DM-Asbestos.InventorySpot3 391 2 102
DM-Asbestos.InventorySpot2 390 0 0
DM-Asbestos.PathNode101 389 8 779
DM-Asbestos.PathNode59 388 6 232
DM-Asbestos.PathNode187 440 8 533
DM-Asbestos.PathNode193 441 7 461
DM-Asbestos.InventorySpot20 442 8 706
DM-Asbestos.PathNode140 443 8 1051
DM-Asbestos.InventorySpot19 444 8 1241
DM-Asbestos.PathNode195 445 3 129
DM-Asbestos.PathNode37 446 8 1129
DM-Asbestos.JumpSpot37 447 7 746
DM-Asbestos.PathNode130 432 5 176
DM-Asbestos.PathNode123 433 5 195
DM-Asbestos.InventorySpot6 434 3 61
DM-Asbestos.JumpSpot39 435 6 231
DM-Asbestos.InventorySpot4 436 2 78
DM-Asbestos.PathNode118 437 5 227
DM-Asbestos.PathNode23 438 1 14
DM-Asbestos.JumpSpot36 439 5 63
DM-Asbestos.PathNode11 425 6 970
DM-Asbestos.PathNode142 424 5 240
DM-Asbestos.PathNode165 427 3 260
DM-Asbestos.PathNode16 426 5 418
DM-Asbestos.PlayerStart14 429 1 12
DM-Asbestos.InventorySpot9 428 5 403
DM-Asbestos.InventorySpot7 431 2 33
DM-Asbestos.PathNode125 430 2 82
DM-Asbestos.PathNode98 417 6 681
DM-Asbestos.InventorySpot13 416 4 168
DM-Asbestos.PathNode71 419 8 1102
DM-Asbestos.PathNode99 418 5 289
DM-Asbestos.InventorySpot12 421 6 383
DM-Asbestos.PathNode72 420 8 859
DM-Asbestos.PathNode144 423 5 454
DM-Asbestos.PathNode143 422 4 205
DM-Asbestos.PathNode146 478 6 818
DM-Asbestos.PathNode44 479 7 820
DM-Asbestos.InventorySpot26 476 6 579
DM-Asbestos.PathNode48 477 3 160
DM-Asbestos.PathNode49 474 7 1136
DM-Asbestos.PathNode50 475 6 539
DM-Asbestos.PathNode191 472 6 267
DM-Asbestos.InventorySpot25 473 6 257
DM-Asbestos.PathNode13 470 5 539
DM-Asbestos.PathNode47 471 6 173
DM-Asbestos.PathNode20 468 7 1079
DM-Asbestos.PathNode12 469 7 1654
DM-Asbestos.InventorySpot27 466 6 376
DM-Asbestos.PathNode19 467 7 1675
DM-Asbestos.PathNode28 464 6 484
DM-Asbestos.PathNode29 465 7 358
DM-Asbestos.PathNode69 463 8 1163
DM-Asbestos.InventorySpot14 462 7 1296
DM-Asbestos.PathNode66 461 7 301
DM-Asbestos.PathNode68 460 8 388
DM-Asbestos.PlayerStart10 459 4 67
DM-Asbestos.PathNode97 458 6 1407
DM-Asbestos.PlayerStart6 457 6 424
DM-Asbestos.PathNode78 456 5 327
DM-Asbestos.PathNode163 455 0 0
DM-Asbestos.PathNode77 454 6 415
DM-Asbestos.PathNode65 453 6 498
DM-Asbestos.PathNode45 452 6 747
DM-Asbestos.InventorySpot15 451 8 765
DM-Asbestos.PathNode199 450 4 269
DM-Asbestos.InventorySpot17 449 6 301
DM-Asbestos.PathNode24 448 7 479
DM-Asbestos.PathNode154 508 5 212
DM-Asbestos.PathNode153 509 5 201
DM-Asbestos.PathNode133 510 7 813
DM-Asbestos.PathNode151 511 5 204
DM-Asbestos.PathNode15 504 5 592
DM-Asbestos.LiftCenter1 505 5 833
DM-Asbestos.PathNode104 506 7 673
DM-Asbestos.LiftExit2 507 4 551
DM-Asbestos.PlayerStart0 500 4 332
DM-Asbestos.LiftExit3 501 6 1288
DM-Asbestos.PathNode88 502 6 353
DM-Asbestos.PathNode93 503 6 879
DM-Asbestos.PathNode82 496 8 574
DM-Asbestos.PathNode113 497 5 354
DM-Asbestos.PathNode116 498 5 277
DM-Asbestos.PathNode96 499 6 1057
DM-Asbestos.PathNode94 493 5 421
DM-Asbestos.PathNode86 492 6 356
DM-Asbestos.PathNode67 495 6 703
DM-Asbestos.PathNode95 494 6 603
DM-Asbestos.PathNode89 489 8 694
DM-Asbestos.InventorySpot22 488 7 932
DM-Asbestos.PathNode90 491 5 267
DM-Asbestos.PlayerStart1 490 6 613
DM-Asbestos.InventorySpot21 485 8 657
DM-Asbestos.PathNode40 484 8 1409
DM-Asbestos.PathNode43 487 7 963
DM-Asbestos.JumpSpot29 486 8 392
DM-Asbestos.JumpSpot19 481 4 33
DM-Asbestos.InventorySpot23 480 5 200
DM-Asbestos.PathNode41 483 8 526
DM-Asbestos.InventorySpot24 482 5 129
DM-Compressed.JumpSpot13 774 6 358
DM-Compressed.JumpSpot4 772 6 688
DM-Compressed.InventorySpot58 773 13 1203
DM-Compressed.InventorySpot97 770 9 465
DM-Compressed.JumpSpot12 771 8 641
DM-Compressed.InventorySpot113 768 7 262
DM-Compressed.InventorySpot112 769 3 57
DM-Compressed.JumpSpot21 623 11 585
DM-Compressed.PathNode46 627 4 87
DM-Compressed.JumpSpot15 626 10 1191
DM-Compressed.PlayerStart3 625 1 6
DM-Compressed.PathNode5 624 13 1662
DM-Compressed.PathNode39 631 11 573
DM-Compressed.InventorySpot67 630 13 1683
DM-Compressed.JumpSpot20 629 13 985
DM-Compressed.PlayerStart11 628 6 137
DM-Compressed.PlayerStart15 635 10 739
DM-Compressed.LiftExit3 634 13 1776
DM-Compressed.InventorySpot68 633 11 1298
DM-Compressed.PathNode11 632 10 1515
DM-Compressed.InventorySpot61 639 12 320
DM-Compressed.InventorySpot60 638 12 647
DM-Compressed.PathNode3 637 12 483
DM-Compressed.PathNode19 636 11 1488
DM-Compressed.PathNode6 687 11 732
DM-Compressed.PathNode10 686 11 854
DM-Compressed.PathNode16 685 8 1194
